-97.74915593, 30.26858626, 16.0, 1348842920786
-97.74918218, 30.26851244, 17.0, 1348842921876
-97.7491762, 30.26851297, 8.0, 1348842922365
-97.74919507, 30.2685347, 9.0, 1348842923395
-97.74920049, 30.26854553, 8.0, 1348842924366
-97.74919123, 30.26856005, 8.0, 1348842925386
-97.74918158, 30.26856328, 8.0, 1348842926456
-97.74917551, 30.26856222, 8.0, 1348842927338
-97.74915617, 30.26856411, 7.0, 1348842928348
-97.7491485, 30.26855545, 7.0, 1348842929359
-97.74912907, 30.26856978, 7.0, 1348842930530
-97.74913701, 30.26858483, 6.0, 1348842931333
-97.74919887, 30.26867047, 6.0, 1348842932542
-97.74920546, 30.26870346, 5.0, 1348842933595
-97.74914564, 30.26878195, 6.0, 1348842934512
-97.74911199, 30.26883487, 6.0, 1348842935511
-97.74910336, 30.26884006, 6.0, 1348842936521
-97.74909774, 30.2688444, 5.0, 1348842937511
-97.74909189, 30.26884895, 5.0, 1348842938474
-97.74908832, 30.26885082, 6.0, 1348842939420
-97.74908232, 30.26885144, 5.0, 1348842940512
-97.74907147, 30.26885194, 6.0, 1348842941436
-97.74905826, 30.26885357, 5.0, 1348842942346
-97.74905044, 30.26885504, 6.0, 1348842943492
-97.74907064, 30.26886999, 6.0, 1348842944334
-97.74907889, 30.26888019, 6.0, 1348842945382
-97.74908214, 30.26888839, 6.0, 1348842946369
-97.74908735, 30.26889319, 6.0, 1348842947337
-97.74908979, 30.26889637, 6.0, 1348842948351
-97.74909158, 30.26889817, 5.0, 1348842949340
-97.74909232, 30.26889645, 5.0, 1348842950423
-97.74909135, 30.26889997, 5.0, 1348842951629
-97.74908848, 30.26890469, 5.0, 1348842952411
-97.74908475, 30.26890507, 5.0, 1348842953363
-97.74908239, 30.26890858, 5.0, 1348842954461
-97.74907964, 30.26891473, 6.0, 1348842955362
-97.74907706, 30.26892431, 6.0, 1348842956435
-97.74907589, 30.26893452, 6.0, 1348842957460
-97.74908021, 30.26894504, 6.0, 1348842958416
-97.74908616, 30.26895444, 6.0, 1348842959407
-97.749092, 30.26896166, 6.0, 1348842960574
-97.74909111, 30.26897061, 6.0, 1348842961361
-97.74908835, 30.26898129, 6.0, 1348842962409
-97.74908639, 30.2689938, 6.0, 1348842963587
-97.74908405, 30.26900548, 6.0, 1348842964338
-97.74908479, 30.26901528, 5.0, 1348842965397
-97.74908664, 30.26902356, 5.0, 1348842966609
-97.7490881, 30.26903108, 5.0, 1348842967334
-97.74909129, 30.26903779, 5.0, 1348842968416
-97.74909402, 30.26904556, 5.0, 1348842969561
-97.74909611, 30.2690538, 5.0, 1348842970345
-97.74910009, 30.26906035, 5.0, 1348842971346
-97.74910458, 30.26906712, 5.0, 1348842972417
-97.74910953, 30.26907449, 5.0, 1348842973609
-97.74911651, 30.26908106, 4.0, 1348842974378
-97.7491249, 30.26908707, 4.0, 1348842975366
-97.74913317, 30.26909219, 5.0, 1348842976332
-97.74914233, 30.26909558, 4.0, 1348842977490
-97.74915086, 30.2690984, 5.0, 1348842978342
-97.74915714, 30.26910194, 5.0, 1348842979419
-97.74916278, 30.26910757, 6.0, 1348842980373
-97.74916633, 30.26911519, 5.0, 1348842981449
-97.74916897, 30.26912567, 5.0, 1348842982327
-97.7491717, 30.26913763, 5.0, 1348842983368
-97.7491753, 30.26914804, 4.0, 1348842984375
-97.74917795, 30.26915875, 4.0, 1348842985467
-97.74917579, 30.26917041, 4.0, 1348842986340
-97.74917441, 30.26918034, 4.0, 1348842987364
-97.74917204, 30.26919062, 4.0, 1348842988482
-97.74917009, 30.26920029, 4.0, 1348842989368
-97.74917026, 30.26920463, 4.0, 1348842990363
-97.74917006, 30.26920684, 5.0, 1348842991543
-97.7491702, 30.2692078, 5.0, 1348842992382
-97.74917198, 30.26920703, 5.0, 1348842993341
-97.7491733, 30.26920654, 5.0, 1348842994380
-97.74917474, 30.26920634, 5.0, 1348842995390
-97.74917602, 30.26920638, 5.0, 1348842996335
-97.74917623, 30.26920627, 5.0, 1348842997418
-97.74917613, 30.26920615, 5.0, 1348842998435
-97.7491758, 30.26920586, 5.0, 1348842999413
-97.74917559, 30.26920562, 5.0, 1348843000347
-97.74917555, 30.26920576, 6.0, 1348843001381
-97.74917547, 30.26920579, 6.0, 1348843002402
-97.74917561, 30.26920421, 6.0, 1348843003391
-97.74917736, 30.26920302, 6.0, 1348843004389
-97.74917764, 30.26919889, 6.0, 1348843005371
-97.74917152, 30.26919579, 5.0, 1348843006383
-97.74916392, 30.26919575, 6.0, 1348843007413
-97.74916074, 30.26919075, 6.0, 1348843008402
-97.74916472, 30.26917757, 5.0, 1348843009391
-97.74917183, 30.26916012, 5.0, 1348843010621
-97.7491804, 30.26914125, 6.0, 1348843011402
-97.74918878, 30.26911844, 7.0, 1348843012523
-97.74919927, 30.26909056, 8.0, 1348843013395
-97.74921321, 30.2690587, 9.0, 1348843014449
-97.7492277, 30.26902499, 9.0, 1348843015531
-97.74924302, 30.26899093, 9.0, 1348843016519
-97.7492577, 30.26896401, 6.0, 1348843017484
-97.74926894, 30.26894376, 5.0, 1348843018523
-97.74927778, 30.26893037, 5.0, 1348843019509
-97.74928601, 30.26892452, 5.0, 1348843020447
-97.74929231, 30.26892026, 5.0, 1348843021535
-97.74929604, 30.2689164, 5.0, 1348843022388
-97.74929243, 30.26891903, 4.0, 1348843023525
-97.74928428, 30.2689221, 5.0, 1348843024365
-97.74927535, 30.26892339, 4.0, 1348843025391
-97.74927139, 30.26892291, 4.0, 1348843026389
-97.749272, 30.26891817, 4.0, 1348843027396
-97.74927887, 30.26891361, 4.0, 1348843028371
-97.74928884, 30.26891027, 4.0, 1348843029389
